HS 2012 Product Code,HS 2012 Product Description,HS 1988/92 Product Code,HS 1988/92 Product Description
040721,Of fowls of the species Gallus domesticus,040700,"Birds' eggs, in shell, fresh, preserved or cook"
040729,Other,040700,"Birds' eggs, in shell, fresh, preserved or cook"
040790,Others,040700,"Birds' eggs, in shell, fresh, preserved or cook"
040811,Dried,040811,Dried egg yolks
040819,Other,040819,Egg yolks (excl. dried)
040891,Dried,040891,"Dried birds' eggs, not in shell"
040899,Other,040899,"Birds' eggs, not in shell (excl. dried)"
040900,Natural honey.,040900,Natural honey
041000,"Edible products of animal origin, not elsewhere specified or included.",041000,"Edible products of animal origin, nes"
050100,"Human hair, unworked, whether or not washed or scoured; waste of human hair.",050100,"Human hair and waste, unworked"
050210,"Pigs', hogs' or boars' bristles and hair and waste thereof",050210,"Pigs', hogs', or boars' bristles or hair"
050290,Other,050290,Badger and other brush making hair
050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",050400,"Guts, bladders and stomachs of animals (excl. f"
050510,Feathers of a kind used for stuffing; down,050510,Raw feathers for stuffing; down
050590,Other,050590,Skins and parts of birds (excl. feathers for st
050610,Ossein and bones treated with acid,050610,Ossein and bones treated with acid
050690,Other,050690,Bones and horn-cores (excl. ossein...)
050710,Ivory; ivory powder and waste,050710,"Ivory, its powder and waste, unworked"
050790,Other,050790,"Tortoise-shell, whalebone and whalebone-hair, e"
050800,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof.",050800,"Coral; shells of molluscs, crustaceans, unworke"
051000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved.",051000,"Ambergris, castoreum, civet and musk; cantharid"
051110,Bovine semen,051110,Bovine semen
051191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3",051191,"Products of fish, etc; dead animals of Chapter"
051199,Other,051199,"Animal products, nes; dead animals of Chapter 1"
060110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant",060110,"Dormant bulbs, tubers... rhizomes"
060120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots",060120,"Bulbs, tubers... rhizomes in growth or flower;"
060210,Unrooted cuttings and slips,060210,Unrooted cuttings and slips
060220,"Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts",060220,"Trees,shrubs,bushes,grafted or not,of kinds whi"
060230,"Rhododendrons and azaleas, grafted or not",060230,Rhododendrons and azaleas
060240,"Roses, grafted or not",060240,Roses
060290,Other,060299,"Other live plants, nes"
060311,Roses,060310,Fresh cut flowers and buds
060312,Carnations,060310,Fresh cut flowers and buds
060313,Orchids,060310,Fresh cut flowers and buds
060314,Chrysanthemums,060310,Fresh cut flowers and buds
060315,Lilies (Lilium spp.),060310,Fresh cut flowers and buds
060319,Other,060310,Fresh cut flowers and buds
060390,Other,060390,"Dried, dyed, bleached or otherwise prepared cut"
060420,Fresh,060491,"Fresh parts of plants, without flowers or buds,"
060490,Other,060499,"Parts of plants, without flowers or buds, for o"
070110,Seed,070110,Seed potatoes
070190,Other,070190,"Other potatoes, fresh or chilled"
070200,"Tomatoes, fresh or chilled.",070200,"Tomatoes, fresh or chilled"
070310,Onions and shallots,070310,"Onions and shallots, fresh or chilled"
070320,Garlic,070320,"Garlic, fresh or chilled"
070390,Leeks and other alliaceous vegetables,070390,"Leeks and other alliaceous vegetables, nes"
070410,Cauliflowers and headed broccoli,070410,"Cauliflowers and headed broccoli, fresh or chil"
070420,Brussels sprouts,070420,"Brussels sprouts, fresh or chilled"
070490,Other,070490,"White and red cabbages, kohlrabi, kale...etc, f"
070511,Cabbage lettuce (head lettuce),070511,"Cabbage lettuce, fresh or chilled"
070519,Other,070519,"Lettuce, fresh or chilled, (excl. cabbage lettu"
070521,Witloof chicory (Cichorium intybus var. foliosum),070521,"Witloof chicory, fresh or chilled"
070529,Other,070529,"Chicory, fresh or chilled, (excl. witloof)"
070610,Carrots and turnips,070610,"Carrots and turnips, fresh or chilled"
070690,Other,070690,Beetroot...radishes and other similar edible ro
070700,"Cucumbers and gherkins, fresh or chilled.",070700,"Cucumbers and gherkins, fresh or chilled"
070810,Peas (Pisum sativum),070810,"Peas, fresh or chilled"
070820,"Beans (Vigna spp., Phaseolus spp.)",070820,"Beans, fresh or chilled"
070890,Other leguminous vegetables,070890,"Leguminous vegetables, fresh or chilled, nes"
070920,Asparagus,070920,"Asparagus, fresh or chilled"
070930,Aubergines (egg-plants),070930,"Aubergines, fresh or chilled"
070940,Celery other than celeriac,070940,"Celery, fresh or chilled"
070951,Mushrooms of the genus Agaricus,070951,"Mushrooms, fresh or chilled"
070959,Other,070951,"Mushrooms, fresh or chilled"
070960,Fruits of the genus Capsicum or of the genus Pimenta,070960,"Fruits of genus Capiscum or Pimenta, fresh or c"
070970,"Spinach, New Zealand spinach and orache spinach (garden spinach)",070970,"Spinach, fresh or chilled"
070991,Globe artichokes,070910,"Globe artichokes, fresh or chilled"
070992,Olives,070990,"Other vegetables, fresh or chilled, nes"
070993,"Pumpkins, squash and gourds (Cucurbita spp.)",070990,"Other vegetables, fresh or chilled, nes"
070999,Other,070990,"Other vegetables, fresh or chilled, nes"
071010,Potatoes,071010,"Potatoes, frozen"
071021,Peas (Pisum sativum),071021,"Shelled or unshelled peas, frozen"
071022,"Beans (Vigna spp., Phaseolus spp.)",071022,"Shelled or unshelled beans, frozen"
071029,Other,071029,"Leguminous vegetables, shelled or unshelled, fr"
071030,"Spinach, New Zealand spinach and orache spinach (garden spinach)",071030,"Spinach, frozen"
071040,Sweet corn,071040,"Sweet corn, frozen"
071080,Other vegetables,071080,"Vegetables, frozen, nes"
071090,Mixtures of vegetables,071090,"Mixtures of vegetables, frozen"
071120,Olives,071120,"Olives provisionally preserved, not for immedia"
071140,Cucumbers and gherkins,071140,Cucumbers and gherkins provisionally preserved
071151,Mushrooms of the genus Agaricus,071190,Other vegetables and  mixture of vegetables pro
071159,Other,071190,Other vegetables and  mixture of vegetables pro
071190,Other vegetables; mixtures of vegetables,071190,Other vegetables and  mixture of vegetables pro
071220,Onions,071220,Dried onions
071231,Mushrooms of the genus Agaricus,071230,Dried mushrooms and truffles
071232,Wood ears (Auricularia spp.),071230,Dried mushrooms and truffles
071233,Jelly fungi (Tremella spp.),071230,Dried mushrooms and truffles
071239,Other,071230,Dried mushrooms and truffles
071290,Other vegetables; mixtures of vegetables,071290,"Dried vegetables, nes"
071310,Peas (Pisum sativum),071310,"Dried peas, shelled"
071320,Chickpeas (garbanzos),071320,"Dried chickpeas, shelled"
071331,Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek,071331,"Dried beans, shelled"
071332,Small red (Adzuki) beans (Phaseolus or Vigna angularis),071332,"Dried adzuki beans, shelled"
071333,"Kidney beans, including white pea beans (Phaseolus vulgaris)",071333,"Dried kidney beans, incl. white pea beans, shel"
071334,Bambara beans (Vigna subterranea or Voandzeia subterranea),071339,"Dried beans, shelled, nes"
071335,Cow peas (Vigna unguiculata),071339,"Dried beans, shelled, nes"
071339,Other,071339,"Dried beans, shelled, nes"
071340,Lentils,071340,"Dried lentils, shelled"
071350,"Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina, Vicia faba var. minor)",071350,"Dried broad beans and horse beans, shelled"
071360,Pigeon peas (Cajanus cajan),071390,"Dried leguminous vegetables, shelled, nes"
071390,Other,071390,"Dried leguminous vegetables, shelled, nes"
071410,Manioc (cassava),071410,"Manioc, fresh or dried"
071420,Sweet potatoes,071420,"Sweet potatoes, fresh or dried"
071430,Yams (Dioscorea spp.),071490,"Roots and tubers with high starch content, fres"
071440,Taro (Colocasia spp.),071490,"Roots and tubers with high starch content, fres"
071450,Yautia (Xanthosoma spp.),071490,"Roots and tubers with high starch content, fres"
071490,Other,071490,"Roots and tubers with high starch content, fres"
080111,Desiccated,080110,"Coconuts, fresh or dried"
080112,In the inner shell (endocarp),080110,"Coconuts, fresh or dried"
080119,Other,080110,"Coconuts, fresh or dried"
080121,In shell,080120,"Brazil nuts, fresh or dried"
080122,Shelled,080120,"Brazil nuts, fresh or dried"
080131,In shell,080130,"Cashew nuts, fresh or dried"
080132,Shelled,080130,"Cashew nuts, fresh or dried"
080211,In shell,080211,"Almonds in shell, fresh or dried"
080212,Shelled,080212,"Almonds without shells, fresh or dried"
080221,In shell,080221,"Hazlenuts in shell, fresh or dried"
080222,Shelled,080222,"Hazlenuts without shells, fresh or dried"
080231,In shell,080231,"Walnuts in shell, fresh or dried"
080232,Shelled,080232,"Walnuts without shells, fresh or dried"
080241,In shell,080240,"Chestnuts, fresh or dried"
080242,Shelled,080240,"Chestnuts, fresh or dried"
080251,In shell,080250,"Pistachio, fresh or dried"
080252,Shelled,080250,"Pistachio, fresh or dried"
080261,In shell,080290,"Other nuts, fresh or dried, nes"
080262,Shelled,080290,"Other nuts, fresh or dried, nes"
080270,Kola nuts (Cola spp.),080290,"Other nuts, fresh or dried, nes"
080280,Areca nuts,080290,"Other nuts, fresh or dried, nes"
080290,Other,080290,"Other nuts, fresh or dried, nes"
080310,Plantains,080300,"Bananas, including plantains, fresh or dried"
080390,Other,080300,"Bananas, including plantains, fresh or dried"
080410,Dates,080410,"Dates, fresh or dried"
080420,Figs,080420,"Figs, fresh or dried"
080430,Pineapples,080430,"Pineapples, fresh or dried"
080440,Avocados,080440,"Avocados, fresh or dried"
080450,"Guavas, mangoes and mangosteens",080450,"Guavas, mangoes and mangosteens, fresh or dried"
080510,Oranges,080510,"Oranges, fresh or dried"
080520,"Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",080520,"Mandarins, clementines, wilkings...etc, fresh o"
080540,"Grapefruit, including pomelos",080540,"Grapefruit, fresh or dried"
080550,"Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",080530,"Lemons and limes, fresh or dried"
080590,Other,080590,"Citrus fruit, fresh or dried, nes"
080610,Fresh,080610,Fresh grapes
080620,Dried,080620,Dried grapes
080711,Watermelons,080710,"Melons and watermelons, fresh"
080719,Other,080710,"Melons and watermelons, fresh"
080720,Papaws (papayas),080720,"Papaws (papayas), fresh"
080810,Apples,080810,"Apples, fresh"
080830,Pears,080820,"Pears and quinces, fresh"
080840,Quinces,080820,"Pears and quinces, fresh"
080910,Apricots,080910,"Apricots, fresh"
080921,Sour cherries (Prunus cerasus),080920,"Cherries, fresh"
080929,Other,080920,"Cherries, fresh"
080930,"Peaches, including nectarines",080930,"Peaches, including nectarines, fresh"
080940,Plums and sloes,080940,"Plums and sloes, fresh"
081010,Strawberries,081010,"Strawberries, fresh"
081020,"Raspberries, blackberries, mulberries and loganberries",081020,"Raspberries, blackberries, mulberries and logan"
081030,"Black, white or red currants and gooseberries",081030,"Black, white or red currants and gooseberries,"
081040,"Cranberries, bilberries and other fruits of the genus Vaccinium",081040,"Cranberries, milberries...etc, fresh"
081050,Kiwifruit,081090,"Other fruit, fresh, nes"
081060,Durians,081090,"Other fruit, fresh, nes"
081070,Persimmons,081090,"Other fruit, fresh, nes"
081090,Other,081090,"Other fruit, fresh, nes"
081110,Strawberries,081110,"Strawberries, frozen"
081120,"Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",081120,"Raspberries, blackberries...etc, frozen"
081190,Other,081190,"Other fruit and nuts, frozen, nes"
081210,Cherries,081210,"Cherries, provisionally preserved, not for imme"
081290,Other,081290,"Fruit and nuts, provisionally preserved, not fo"
081310,Apricots,081310,Dried apricots
081320,Prunes,081320,Dried prunes
081330,Apples,081330,Dried apples
081340,Other fruit,081340,"Other dried fruit, nes"
081350,Mixtures of nuts or dried fruits of this Chapter,081350,"Mixtures of dried fruit and nuts, nes"
081400,"Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",081400,"Peel of citrus fruit or melons, fresh, frozen,"
090111,Not decaffeinated,090111,"Coffee, not roasted or decaffeinated"
090112,Decaffeinated,090112,"Decaffeinated coffee, not roasted"
090121,Not decaffeinated,090121,"Roasted coffee, not decaffeinated"
090122,Decaffeinated,090122,"Roasted, decaffeinated coffee"
090190,Other,090140,Coffee substitutes containing coffee
090210,Green tea (not fermented) in immediate packings of a content not exceeding 3 kg,090210,Green tea in immediate packings
090220,Other green tea (not fermented),090220,"Green tea, nes"
090230,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",090230,Black tea (fermented) and partly fermented tea
090240,Other black tea (fermented) and other partly fermented tea,090240,"Black tea (fermented) and partly fermented tea,"
090300,Maté.,090300,Mate
090411,Neither crushed nor ground,090411,Dried pepper (excl. crushed or ground)
090412,Crushed or ground,090412,"Pepper, crushed or ground"
090421,"Dried, neither crushed nor ground",090420,"Fruits of genus Capiscum or Pimenta, dried, cru"
090422,Crushed or ground,090420,"Fruits of genus Capiscum or Pimenta, dried, cru"
090510,Neither crushed nor ground,090500,Vanilla
090520,Crushed or ground,090500,Vanilla
090611,Cinnamon (Cinnamomum zeylanicum Blume),090610,"Cinnamon and cinnamon-tree flowers, neither cru"
090619,Other,090610,"Cinnamon and cinnamon-tree flowers, neither cru"
090620,Crushed or ground,090620,"Cinnamon and cinnamon-tree flowers, crushed or"
090710,Neither crushed nor ground,090700,"Cloves (whole fruit, cloves and stems)"
090720,Crushed or ground,090700,"Cloves (whole fruit, cloves and stems)"
090811,Neither crushed nor ground,090810,Nutmeg
090812,Crushed or ground,090810,Nutmeg
090821,Neither crushed nor ground,090820,Mace
090822,Crushed or ground,090820,Mace
090831,Neither crushed nor ground,090830,Cardamoms
090832,Crushed or ground,090830,Cardamoms
090921,Neither crushed nor ground,090920,Seeds of coriander
090922,Crushed or ground,090920,Seeds of coriander
090931,Neither crushed nor ground,090930,Seeds of cumin
090932,Crushed or ground,090930,Seeds of cumin
090961,Neither crushed nor ground,090910,Seeds of anise or badian
090962,Crushed or ground,090910,Seeds of anise or badian
091011,Neither crushed nor ground,091010,Ginger
091012,Crushed or ground,091010,Ginger
091020,Saffron,091020,Saffron
091030,Turmeric (curcuma),091030,Turmeric (curcuma)
091091,Mixtures referred to in Note 1 (b) to this Chapter,091091,Spice mixtures
091099,Other,091099,"Other spices, nes"
100111,Seed,100110,Durum wheat
100119,Other,100110,Durum wheat
100191,Seed,100190,"Spelt, common wheat and meslin"
